编号,性质,标题,受理单位,作者,时间,状态,评论/点击
[69863],[咨询],问下,书记信箱,xcrs123,2019-03-10,已回复,0/313
[69855],[诉求],请问锦绣西苑的别墅什么时候能办不动产证？,书记信箱,长洲居民,2019-03-09,已回复,0/239
[69850],[举报],投诉反映梧州市森林公安局在招聘期间的问题。,书记信箱,匿名热心汝,2019-03-09,已回复,0/250
[69842],[咨询],物流园园二路南侧的龙新村第一经济合作社回建地何时交地,书记信箱,gjq-abc,2019-03-09,已回复,1/133
[69837],[咨询],岑溪市诚谏镇长坡村,书记信箱,不知真实,2019-03-09,已回复,0/145
[69835],[咨询],政采云真的公平？,书记信箱,abc1122,2019-03-09,已回复,0/691
[69820],[举报],珍宝公交太过分,书记信箱,思彤,2019-03-08,已回复,0/251
[69813],[诉求],施工方午休和晚上时间施工严重扰民并出言威胁居民,书记信箱,lxt,2019-03-08,已回复,0/1482
[69787],[诉求],开发商涉嫌欺诈逼迫业主签订不合理合同,书记信箱,网络发盐人,2019-03-08,已回复,0/973
[69780],[咨询],工资和慰问金发放,书记信箱,龙少爷,2019-03-07,已回复,0/1705
[69774],[诉求],蝶彩小区车位装地锁违法圈占及侵犯他人公共利益。,书记信箱,kinglss,2019-03-07,已回复,0/975
[69770],[其它],梧州快速公交什么时候建设,书记信箱,kikck,2019-03-07,已回复,1/665
[69764],[举报],梧州市广宇房地产公司违章扩建,书记信箱,广宇业主,2019-03-07,已回复,1/1445
[69762],[举报],四中广播喇叭扰民午睡,书记信箱,huweihong.1953,2019-03-07,已回复,4/1037
[69757],[举报],太平镇政府不顾民生一刀斩,书记信箱,韦小姐,2019-03-07,已回复,2/916
[69711],[诉求],全市收费停车真的合理合法吗？,书记信箱,yixi,2019-03-06,已回复,5/3800
[69693],[咨询],目前很多城市都实行透析免费了我们梧州为什么不可以？,书记信箱,zhuhailin,2019-03-05,已回复,1/552
[69691],[诉求],西江三桥人行道上有半米的缺口,书记信箱,18587472008,2019-03-05,已回复,0/726
[69665],[诉求],请问智城停车这公司有人管的吗？国企？电话假的？,书记信箱,928727,2019-03-05,已回复,1/1714
[69657],[建议],清洁工不清扫大便（旺城附近的路段）,书记信箱,迪亚哥007,2019-03-05,已回复,0/2255
[69655],[举报],2017年开始投诉嘉洋大厦楼顶违建，现在还没拆,书记信箱,我要问政！,2019-03-05,已回复,1/726
[69653],[诉求],梧州唯一一个还不能正常用电的地方！,书记信箱,长洲农民,2019-03-05,已回复,0/1044
[69652],[咨询],红岭一号公务员小区噪音污染怎么没人管?,书记信箱,人鱼公主,2019-03-05,已回复,0/1382
[69648],[诉求],还是关于绩效工资的差异问题,书记信箱,混混,2019-03-04,已回复,1/1547
[69644],[举报],梧州高新区旁新沙霸,书记信箱,大小可乐,2019-03-04,已回复,1/585
[69642],[诉求],没水可用,书记信箱,朝阳业主,2019-03-04,已回复,0/207
[69634],[举报],海俊达花园48栋顶楼、一楼违章建筑,书记信箱,海水正蓝,2019-03-04,已回复,1/402
[69632],[举报],环境污染,书记信箱,踏浪,2019-03-04,已回复,0/243
[69631],[诉求],无证酒吧嘈音到底什么部门能管？,书记信箱,大表哥123,2019-03-04,已回复,0/366
[69627],[举报],林语苑小区脏乱差，物业管理水平差！,书记信箱,琉斯,2019-03-04,已回复,0/298
[69617],[建议],交通,书记信箱,志清,2019-03-04,已回复,0/569
[69614],[咨询],三龙至藤州大道,书记信箱,陈生,2019-03-04,已回复,0/691
[69612],[举报],岑溪市卖“六合彩”资料无人整治,书记信箱,卑微的小市民,2019-03-04,已回复,9/843
[69609],[举报],大恩陆俊元猪场环境污染举报,书记信箱,大恩四龙村,2019-03-04,已回复,0/425
[69607],[诉求],藤县河堤乱摆乱卖现象,书记信箱,覃记,2019-03-04,已回复,0/554
[69603],[举报],停车线内放垃圾桶，教我们如何停车,书记信箱,正艳阳,2019-03-04,已回复,0/488
[69600],[举报],梧州市海骏达花园48幢一楼101号房私自违章扩建猖狂,书记信箱,零下一百度,2019-03-04,已回复,1/568
[69581],[举报],岑溪中学校园美化绿化项目是否合法？,书记信箱,一个普通的职工,2019-03-03,已回复,1/840
[69577],[诉求],关于岑溪市协警待遇的问题,书记信箱,岑溪协警,2019-03-03,已回复,0/709
[69556],[咨询],镇镇通二级路规划方案进展,书记信箱,笑傲西江,2019-03-02,已回复,0/7637
[69551],[诉求],打地桩霸地没解决，乱停乱放,书记信箱,13737872024,2019-03-02,已回复,1/176
[69546],[诉求],龙平新村晚上没电用,书记信箱,张冠云,2019-03-02,已回复,0/116
[69544],[诉求],拆迁安置房断电问题,书记信箱,张鉴雏,2019-03-02,已回复,0/166
[69533],[咨询],岑溪市诚谏镇长坡村一公里路桥,书记信箱,眼看农民群众,2019-03-02,已回复,0/190
[69519],[建议],尽早建设梧州新飞机场高速公路，拉开城市框架,书记信箱,西江黄金水道,2019-03-02,已回复,1/2436
[69515],[举报],关于社保卡制作,书记信箱,571469527,2019-03-02,已回复,0/595
[69513],[举报],关于社保卡制作,书记信箱,571469527,2019-03-02,已回复,0/542
[69502],[诉求],梧州市渔民,书记信箱,皮皮虾,2019-03-01,已回复,0/434
[69494],[诉求],塞纳丽景建筑工地人去楼空！,书记信箱,飞火流星,2019-03-01,已回复,3/2048
[69483],[咨询],乱停、乱放、脏乱差治理不必舍近求远,书记信箱,差评,2019-03-01,已回复,0/1185
[69481],[诉求],求党和政府领导可以帮忙给人民留出一条生命通道,书记信箱,莫立峰1,2019-03-01,已回复,0/1148
[69464],[咨询],长洲龙平五组违建问题,书记信箱,13877485714,2019-02-28,已回复,0/926
[69423],[建议],迎宾西路断头路施工时间建议,书记信箱,德玛妮,2019-02-27,已回复,2/755
[69400],[举报],违章建筑,书记信箱,东仔,2019-02-27,已回复,0/675
[69386],[其它],柳梧高速岭脚镇村道修复遗留问题谁管？,书记信箱,皇朝住户,2019-02-27,已回复,1/1164
[69353],[诉求],龙平一期回建地,书记信箱,一天天,2019-02-26,已回复,0/905
[69351],[诉求],请全书记帮助我们找回健康清新的生活环境!,书记信箱,覃志学生,2019-02-26,已回复,0/601
[69346],[咨询],3个月了，在乡下申请屋地建房迟迟未得到回复,书记信箱,anhkieu,2019-02-26,已回复,0/1301
[69342],[诉求],吉祥大厦书香华庭何时交楼，有部门有跟进吗？,书记信箱,9条龙,2019-02-26,已回复,0/615
[69340],[诉求],尽快解决卡地亚小区午托班愈演愈烈问题,书记信箱,吴斌,2019-02-26,已回复,0/896
[69332],[诉求],整治时代花园城临时市场乱摆卖、占道经营,书记信箱,谢桂强,2019-02-26,已回复,1/576
[69330],[举报],西堤二路数台小车违法占道、加塞、违停,书记信箱,joetincoo,2019-02-26,已回复,2/726
[69317],[诉求],龙圩入大坡路的高大上,书记信箱,王者888888,2019-02-25,已回复,0/538
[69307],[建议],已经收两代人的收费站还要收多久？,书记信箱,阳洋扬,2019-02-25,已回复,0/843
[69304],[诉求],怪谁？,书记信箱,tttooo29,2019-02-25,已回复,0/750
[69302],[举报],苍梧县保障办不作为,书记信箱,遇见,2019-02-25,已回复,0/853
[69300],[诉求],全市道路停车收费问题,书记信箱,yixi,2019-02-25,已回复,5/887
[69291],[举报],卡地亚无证午托猖狂，政府无作为,书记信箱,wenzheng123!,2019-02-25,已回复,3/1171
[69289],[诉求],环境污染，水污染，噪音扰民现象,书记信箱,19907802309,2019-02-25,已回复,0/237
[69285],[举报],梧州市万秀区夏郢镇思委的医保卡何时办得？？,书记信箱,随风飘舞,2019-02-25,已回复,0/869
[69284],[举报],关于中铝公司非法越界开采稀土矿的举报,书记信箱,13679799495,2019-02-25,已回复,1/1010
[69277],[举报],白尼土被偷挖,书记信箱,农民小孩,2019-02-25,已回复,0/508
[69276],[举报],智城停车不满20分钟一直计费问题,书记信箱,mmmmmm,2019-02-25,已回复,2/1288
[69255],[咨询],城镇居民医保卡2017年已办理，为何不发到居民手中？,书记信箱,ynr123,2019-02-24,已回复,1/279
[69236],[咨询],三堡至糥洞工路什么时候开工,书记信箱,15818084142,2019-02-23,已回复,1/545
[69235],[举报],吵吵吵，吵得神经了,书记信箱,快乐岑溪,2019-02-23,已回复,1/385
[69210],[诉求],关于职业学院对面龙新回建地停电问题？,书记信箱,雀巢,2019-02-23,已回复,1/256
[69208],[其它],关于对编号68580问政答复不完善的投诉,书记信箱,金鱼妹002,2019-02-23,已回复,0/193
[69206],[举报],岑溪市岑城镇古塘村河口威源石场旁非法开采稀土,书记信箱,qwerty12,2019-02-23,已回复,0/363
[69203],[举报],请领导处理经营多年的香城商贸城违章饮食档口！！！,书记信箱,欧阳筱静,2019-02-23,已回复,0/176
[69184],[诉求],烂路,书记信箱,SOHO,2019-02-22,已回复,0/137
[69181],[咨询],请问停车收费为什么没有主管部门和投诉电话？,书记信箱,市民群众123,2019-02-22,已回复,2/260
[69176],[诉求],梧州龙圩区房地产乱象,书记信箱,何月兴,2019-02-22,已回复,1/1755
[69174],[举报],升龙秀湾一铺私占公共资源,书记信箱,不要忽悠人,2019-02-22,已回复,2/1078
[69172],[诉求],公共场所禁烟,书记信箱,ZYUMIAO,2019-02-22,已回复,0/1205
[69162],[举报],梧州大酒店私设停车位，伤害过路群众,书记信箱,yh1957,2019-02-22,已回复,0/1273
[69150],[诉求],第一声雷这里也有很深的积水,书记信箱,小飞象,2019-02-22,已回复,0/322
[69147],[诉求],为何苍梧县特岗没有绩效,书记信箱,熊二,2019-02-21,已回复,0/1077
[69136],[诉求],大正峰景园9号楼,书记信箱,a蝶,2019-02-21,已回复,0/537
[69129],[建议],梧州南应该争取开通上海杭州方向的动车高铁,书记信箱,孤独的鹰,2019-02-21,已回复,1/642
[69125],[诉求],旺城广场南门的旺角美食街和铁皮屋是怎么回事,书记信箱,东仔,2019-02-21,已回复,0/701
[69116],[举报],流经城镇河道被污染，请领导关注老百姓民生！,书记信箱,护我东安江,2019-02-21,已回复,0/633
[69109],[举报],敢问书记大人旺城广场南门斜对面的旺角美食街是违建吗,书记信箱,我们爱大梧州,2019-02-20,已回复,3/892
[69103],[诉求],农村道路问题,书记信箱,公平公正555,2019-02-20,已回复,0/479
[69080],[诉求],污水流出,书记信箱,Q1120426149,2019-02-20,已回复,0/345
[69074],[建议],梧州禁助力车方面的一些建议,书记信箱,小杰,2019-02-20,已回复,3/862
[69071],[举报],如果有人天天往你楼下堆垃圾怎么办,书记信箱,S市民,2019-02-20,已回复,0/1051
[69057],[举报],小区门口车辆乱停乱放,书记信箱,城市居民998,2019-02-20,已回复,0/952
[69049],[诉求],梧州市苍梧县特岗教师工资严重低于其他县和龙圩区,书记信箱,熊艺,2019-02-19,已回复,0/1068
[69023],[举报],打非治违,书记信箱,shenqi,2019-02-19,已回复,0/229
[69020],[诉求],四恩寺广场公厕管理差,书记信箱,吼不平,2019-02-19,已回复,0/869
[68985],[举报],藤县中学非法补课问题为何还不可以解决,书记信箱,正义英雄,2019-02-18,已回复,2/1384
[68973],[诉求],新湖二路北段梧州市法律援助中心路段车辆乱停乱放严重,书记信箱,城市规划,2019-02-18,已回复,0/787
[68968],[咨询],西江驾校负责人找到，应该如何追讨,书记信箱,茉莉molly,2019-02-17,已回复,1/685
[68967],[诉求],龙圩区广平镇城坦小学教室门窗损害严重,书记信箱,一路相随,2019-02-17,已回复,0/2137
[68956],[建议],要求建设梧州至夏郢镇的二级么路和开通公交车的建议,书记信箱,赖超雄,2019-02-17,已回复,1/5659
[68925],[诉求],请归还小区唯一配套的活动场所-蓝球场！,书记信箱,富祥花园老李,2019-02-16,已回复,0/556
[68898],[举报],补课问题,书记信箱,依法办事,2019-02-15,已回复,0/613
[68878],[举报],这条路停车应该要治理一下了,书记信箱,大山脚的孩子,2019-02-15,已回复,1/1318
[68876],[咨询],生育险和住院费用如何报销,书记信箱,新兴西环路口,2019-02-15,已回复,0/1093
[68875],[举报],问政无回复,书记信箱,新兴西环路口,2019-02-15,已回复,0/1579
[68862],[咨询],提质年十大民生项目打通断头路,书记信箱,hai0611,2019-02-15,已回复,0/877
[68861],[举报],乱搭乱建乱设车桩,书记信箱,雷锋2,2019-02-15,已回复,0/850
[68858],[举报],丽港华府5号楼1单元北面居民楼CAMP酒吧扰民,书记信箱,和谐维护者,2019-02-15,已回复,3/994
[68849],[咨询],龙圩区嘉洋外滩一号至凯悦山庄市政道路何时开建,书记信箱,陈光生,2019-02-14,已回复,0/1056
[68838],[举报],梧州合富花园交楼开发商要强迫交一万元？,书记信箱,终点站,2019-02-14,已回复,0/610
[68830],[举报],工厂二路1号桂福楼顶楼存在严重非法违建,书记信箱,23456gg,2019-02-14,已回复,0/829
[68821],[诉求],蝶彩小区的环境恶劣,书记信箱,了无,2019-02-14,已回复,1/709
[68817],[诉求],故意报复性地板上制造出噪音,书记信箱,黎女士,2019-02-14,已回复,1/699
[68806],[咨询],岑溪市诚谏镇长坡村,书记信箱,扛工者……,2019-02-13,已回复,0/688
[68800],[举报],西华毛巾厂住宅楼噪音扰民问题,书记信箱,worldlyguy,2019-02-13,已回复,0/318
[68798],[诉求],小区居民出行难,书记信箱,可乐百事,2019-02-13,已回复,0/352
[68796],[建议],柳广铁路经过梧州具体站点,书记信箱,561226,2019-02-13,已回复,0/434
[68786],[举报],请政府正面面对问题,书记信箱,依法办事,2019-02-13,已回复,0/1513
[68781],[建议],又老又穷又没有活力不是梧州的代名词！,书记信箱,西江黄金水道,2019-02-13,已回复,3/1257
[68750],[建议],窄车道里的大学问，城市道路改造一点建议,书记信箱,十二指琴魔,2019-02-12,已回复,0/574
[68749],[诉求],环城高速拆迁户的诉求,书记信箱,335750570,2019-02-12,已回复,0/515
[68735],[建议],助力车问题,书记信箱,靠边站,2019-02-12,已回复,1/1384
[68729],[诉求],这样的路简直是侮辱了县领导的智商！！,书记信箱,我爱我家88,2019-02-12,已回复,0/1279
[68722],[诉求],龙圩塞纳丽景问题,书记信箱,梧理由,2019-02-12,已回复,2/1368
[68721],[举报],拆除梧州市最大违法乱建工程,书记信箱,18677403198,2019-02-12,已回复,0/1170
[68717],[建议],关于禁止岑溪上灯节的请示,书记信箱,梧心幽幽,2019-02-11,已回复,7/3679
[68711],[咨询],“吃路”！！！,书记信箱,打工一族.,2019-02-11,已回复,0/876
[68636],[诉求],梧州市祥龙阁的不动产证为什么还不能办,书记信箱,May1808,2019-02-11,已回复,0/801
[68635],[举报],蒙山县城东平路乱停乱放，堵塞严重,书记信箱,加劲搞,2019-02-11,已回复,0/671
[68625],[举报],302路公交车司机不顾乘客安全辱骂乘客侵犯乘客肖像权,书记信箱,大鱼鱼鱼鱼,2019-02-11,已回复,1/612
[68615],[诉求],春节垃圾围城，何来乡村振兴！,书记信箱,诚谏人,2019-02-10,已回复,0/607
[68610],[诉求],请问藤县时代华府业主委员会迟迟不得解决,书记信箱,华府住户,2019-02-10,已回复,0/378
[68606],[举报],亿辉置业广场2幢三单元703房违法装修、违法搭盖,书记信箱,城市规划,2019-02-10,已回复,0/621
[68596],[举报],对西提一路18号危险铁棚及某些住户乱堆垃圾的投诉,书记信箱,零不是距离,2019-02-09,已回复,0/353
[68591],[诉求],投诉梧州零距离网络问政部门不作为等作风问题。,书记信箱,小宝宝不哭,2019-02-09,已回复,0/3176
